XYZT
128,128,0.12,0,0.0064112
256,128,0.06,0,0.0064112
512,128,0.03,0,0.0064112
128,1536,204.16,0,4.39233e-05
256,1536,102.72,0,4.39233e-05
512,1536,51.4,0,4.39233e-05
128,512,7.69,0,0.000395282
256,512,3.89,0,0.000395282
512,512,1.95,0,0.000395282
XZYT
128,128,0.13,0,0.0064112
256,128,0.06,0,0.0064112
512,128,0.04,0,0.0064112
128,1536,204.47,0,4.39233e-05
256,1536,102.89,0,4.39233e-05
512,1536,51.39,0,4.39233e-05
128,512,7.72,0,0.000395282
256,512,3.9,0,0.000395282
512,512,1.95,0,0.000395282
YXZT
128,128,0.12,0,0.0064112
256,128,0.07,0,0.0064112
512,128,0.03,0,0.0064112
128,1536,204.16,0,4.39233e-05
256,1536,102.73,0,4.39233e-05
512,1536,51.39,0,4.39233e-05
128,512,7.68,0,0.000395282
256,512,3.88,0,0.000395282
512,512,1.95,0,0.000395282
YZXT
128,128,0.13,0,0.0064112
256,128,0.06,0,0.0064112
512,128,0.03,0,0.0064112
128,1536,204.46,0,4.39233e-05
256,1536,102.73,0,4.39233e-05
512,1536,51.39,0,4.39233e-05
128,512,7.73,0,0.000395282
256,512,3.88,0,0.000395282
512,512,1.95,0,0.000395282
ZXYT
128,128,0.13,0,0.0064112
256,128,0.07,0,0.0064112
512,128,0.04,0,0.0064112
128,1536,204.3,0,4.39233e-05
256,1536,102.89,0,4.39233e-05
512,1536,51.4,0,4.39233e-05
128,512,7.69,0,0.000395282
256,512,3.9,0,0.000395282
512,512,1.95,0,0.000395282
ZYXT
128,128,0.13,0,0.0064112
256,128,0.07,0,0.0064112
512,128,0.03,0,0.0064112
128,1536,204.28,0,4.39233e-05
256,1536,102.72,0,4.39233e-05
512,1536,51.39,0,4.39233e-05
128,512,7.7,0,0.000395282
256,512,3.88,0,0.000395282
512,512,1.95,0,0.000395282
